text,sentiment
"I ordered these and I am 5' 4"" and they came right above my ankles, they were somewhat snug around my thighs which isn't usually the case for me.",neutral
"This is to replace a similar product which I lost, and it appears to be equally waterproof.Tried the leak test seems to look good slight condensation around the edge at the top but I'm sure that will be ok as tissue inside was bone dry.Using for a holiday looks sturdy thanks.Tested these whilst in the garden pool and they worked brilliantly..",positive
This product makes women with darker skin look ashy. There is absolute no coverage and it makes us look ashy.,negative
I should have read this better I thought they were pillows not pillow cases,neutral
"Not left-handed friendly. The straps do not detach, so if you wear your watch on your right wrist, the buckle will be on the bottoms and make it a bit difficult to put on and take off. Would be nice if they made a lefty version, or at least make it clear this isn’t exactly designed for right wrist wear. Otherwise, it is an amazing case, especially for the money.",neutral
still working great even after a year! need to understand that there will be wiggle from the socket arm still bendable and durable while the holder still holds my phone...and i have a wide phone ...Lg stylo 2,positive
"I had to ziptie every single corner about 3 times, my product came broken and I had to fix it, cheaply made and I wasn't impressed....but the size is great for price. You will need zip ties for smaller rats, the bars were super unevenly spaced.",neutral
We work outside a lot and this is perfect for our shoes and boots to keep the dirt from getting all over the house.,positive
Product came opened and damaged and unable for me to use. In addition it is not able for return?!!! Not great. I wouldn’t recommend at all.,negative
Didn't arrive in its original packaging. It's in a brown box. Not a great presentation for a 5 year old.,neutral
"My son LOVES the dinosaur pattern, so I've bought these boots a couple of times in different sizes. They last about 4-6 months before getting cracks around the ankle area. So, they aren't great if you're looking for something sturdy, but the patterns are very, very cute.",neutral
"Great for my Surface Pro 4. Snaps right into the case, with room open for the magnetic pen, and keyboard covering the screen.",positive
Phone fell out of my back pocket and shattered the screen with the first drop.,negative
Didn’t notice a difference even though I followed instructions and measurements.,negative
I expected a much better product mix,neutral
"These look great and do their job. They are nice and heavy so they don't slide around, and the cork bottom also helps keep them in place. My only gripe is their horrible texture and the sound they make when two of them rub together is just terrible. This might not be a problem for some one without sensory issues though. Overall since they dont move often this isn't a problem.",positive
"It doesn't tell you what item it is for, I have bought allot from Amazon and have a few protection plans",neutral
"Not a terrible fountain but definitely my least favorite. It was quite loud even while completely full. And the filtration doesn't seem to do a lot. My cat loved it but with the filtration not being as good as it could have been, she went back to licking the bathroom sink after we use it. Catit has better fountain options. The biggest plus on this one was my cat couldn't knock it over.",negative
"The bottom part just kind of slides off and isn't very secure, but I don't really throw my laptop around so that isn't really an issue. Otherwise I appreciate how slim and relatively protective it feels. Very easy to use. Worth it for the cost",positive
Not for the uneducated even though i did go 4 years to college need a phd for this one,positive
"I ordered these for my friend's daughter as part of a gift. I didn't expect much, and that's what I got! The quality was very poor. There were only 2 pieces that matched. Instead of a top & bottom, 2 of them were identical bottoms. It was also strange that the sizes ranged so much...some pieces would fit a Barbie doll, others would fit a 15 inch doll. It wasn't worth sending back, but I wouldn't buy from this maker again.",negative
"I wanted to give a 5☆ review but honestly can't. First it arrives in scratched up condition with what looks like a near hole in the bottom from a near puncture. Second, a poor manufacturer design flaw. It shows be sealed at sides where gold in metal are. I hand washed, dried, and it still dried water from lodging in folds. I shook, dried, stood there a few minutes repeating. I set on a goal and waited an hour. The towel was damp. So pan cannot be immersed in water. You have to be concerned about this. No dishwasher and no immersion. Hand wash and wipe only.",neutral
"Good weight cardstock, although the term ""pastel"" is a little inaccurate, the blue in particular is darker than I had hoped for. The thing that annoyed me though was the price on the packaging - half of what I paid for it! I know it's convenient and people want to make a profit, but a 100% markup when the price is on the packaging seems unreasonable.",neutral
Saved my kitchen aid blender.,positive
A bit weird but seeing Eva Green in all her nude glory was a definite pleaser.,positive
Worked out great she loved her cake..,positive
"The rod came in a flimsy card board box, which caused the rod tip to be damaged. had to pay to have tip replaced. Berkley customer service said to ship it back to Amazon. Nice rod, cost me an extra $7.50 to have tip replaced.",neutral
"I hung this near my litter box waste container and it has made a huge difference. I had debated whether the smell was enough to bother with buying something, but decided I didn't want to risk having my place smell like cats! It's always the owners who don't notice. After one day I realized that the small room seemed really fresh. I hate fragance and even neutral sprays so this was a great find. I haven't had it long enough to know how long it works and to try the recharging in sunlight.",positive
"I bought these to protect my little ones feet as she was still crawling but loved to play outside. She soon started walking and wear these a lot. I save only 4 stars because the leather on thr toe quickly showed wear as little ones tend to drag their toes a lot ad they walk. These are easy to put on and take off and comfortable for her in these summer months. Soon we'll be buying some ""real shoes"" as cooler weather approaches.",positive
"My son loves this costume and he feels like a real ninja in it. He’s almost 5 and it fits him great, I definitely think it could be too big on a kid younger than 4.5",positive
Some didnt have very much caramel on the sucker,positive
Some of the dice don't make any sense,neutral
Worked fine for 6 months and then just suddenly stopped working for no reason,negative
This is really cute but it doesn't have the lining in the bottom to be labeled a swimsuit. Very cute though!,positive
Very disappointed in some of the bean pods. Several were very small and very brittle.,neutral
"The book was a disappointment, but I was glad it was a storm fundraiser. The quotes were so ridiculous and thoughtless from Trump but the book fell short of being very funny.",negative
"Hooked on the series. Not a romance fan, which this is a good bit about. I do like the sci-fi time travel aspect and the UK/American history.",positive
Appeared to be a good quality light. Did not seem to work well being installed on my Ryker. It seemed as though the high beams and low beams were switched. Customer service was very good. They sent me a different style bulb. I have installed them but have not tested them at night. Overall good quality and if it works for your application it will be a very good quality bulb for you.,neutral
This stuff is a NIGHTMARE. It's super thin and stringy and the packaging is horrible. It looks like spiderwebs or clumps of human hair. Oh it's also impossible to remove. Ruined Christmas.,negative
"I like the content, but the type is so incredibly small it is useless to me. DO NOT GET IF YOU TEACH ONLINE ESL.",negative
"For $200 it looks like cheap metal. Does what it needs to but we still have someone push on the other end so we don't break the axle. It's almost just being used as a handle to pull. Other than that, I'm pleased.",neutral
"The book is helpful enough, but in the practice sections at the end of each chapter, it asks you to solve problems using formulas and jargon that it didn't go over in the chapter being tested. This makes these exams incredibly frustrating and takes away from the overall experience of studying since you become overly occupied with these problems, causing you to lose sight of the others. The book is relatively cheap so I guess you get what you pay for in this regard.",negative
finally i did find the gamepad to work my computer,positive
"I just had neck surgery and this was an awful idea. I got a really bad headache as soon as I used it. I wanted to return it, but between paying to return and restock and blah, blah, blah, I decided to just keep the stupid thing. Let me know if anyone wants it - I'll give it away!",negative
I got this for my cousin. Has maybe 4 cuss words in it which I only mention because some parents are very strict. But it is not a big deal to me. Good story. Look forward to buying more.,positive
"I ordered this product since it would fit the aesthetic of my bedroom, and I needed a place to hold the small amount of jewelry I had begun collecting. This item is pretty! The metal is a great color, and the design of the tree is lovely. However, the tree does not neatly screw into the base, so the tree is leaning in almost any angle you position this. Also, the item is too short to be useful in hanging necklaces, so it is really only useful for smaller pieces of jewelry.",neutral
If your used to creamer in your coffee these will disappoint. They lack flavor and thickness that other coconut creamers have.,neutral
"The otterbox belt clip would not hold my phone in place, it keep falling out!",neutral
It is so pretty and makes it easier to hold my phone as well.,positive
Why do these lights work when they want?,negative
Delivered on time! Very clean fresh smell. Only problem is too strong for me. It could last for two weeks. But I think I would try different one next time .,neutral
It worked for the costume.,neutral
"It's OK, I borrowed a heating pad ( not this brand), and it was heavy weight and got hot quickly. This one is really light weight and takes a few minutes to heat up. I guess if you have highly sensitive skin it would be good, but I need something that will penetrate into my muscles.",neutral
"I started growing these seeds indoors. They came up quickly. Were tall and lanky, fell over and died. I did this twice. I contacted owner and he replied he would see what he could do. Never head from him again. When danger of frost passed, planted all 6 varieties in our garden. They have grown nicely and are mature and ready for picking but the radish is the size of a pea. They are worthless. I tried contacting owner today and my time-frame has passed and that is why I am writing a poor rating.",negative
DOES NOT FIT AS WELL AS I WOULD HAVE HOPED,neutral
"I am a side sleeper that sleeps on a memory foam bed and in recent years have had a bit of pressure and pain on my glutes that causes cramping. Sleeping with a pillow between my legs has helped so I decided to try this pillow. It is a nicely made pillow but it was just too wide for me. It may work better for someone taller and maybe with heavier legs like a man, but just did not work for me. I will give it away to a friend.",neutral
zipper was weak though,neutral
"They seem like perfectly fine clipboards, but each one is wrapped in its own plastic bag. In addition to the waste of plastic this represents, it's also a gigantic waste of time to unwrap each clipboard. This company should reconsider its packaging.",negative
Beautiful! Very useful and the magnet is strong enough to hold the pad! Loved it,positive
"Loved it! However, some of these come with a little design that has a pointy end (ex. The star) and at times it’s uncomfortable for the kids. But bc you get so many you have plenty of options of the safer ones.",positive
The product I received was fine. I did not receive but half of my order. I have sent an email to amazon and the company with no response. Will never order from this company again.,negative
"Sounds clever, but we bought this watercraft for the pooch to chase within the water. We have had one or two of these some time recently. I just like the truth that it’s super simple to open and change/charge the battery. Pontoon is on the littler side - huge ones are difficult to store. Moreover it’s lovely quick for the cost! Turning span is tight, and dual-stick control implies simple to turn the watercraft and alter course. Superior than single-stick. Lightweight implies less strain on the battery. 15 diminutive charge is lovely accurate. Did I say fun pontoon? For sure...",positive
"its like 36"" not a regular broom",negative
"The instructions were hard to follow, I had to re-read and stare at the pictures for awhile to see what goes where. The screws were so hard to screw in. My fingers started to hurt, I don't even screw it in tight, because I couldn't. I mean i like the loop it has, but where it has that switch in the middle, the red tracks is a little off and this can just flip the car out of the tracks. I don't know if it's worth $50 dollars, probably not.",neutral
"Well, I ordered the Black/Red, but it showed up Red/Gray(?) And didnt have the ribbon that the piece of paper said it would have, so I dont want to say it's great, but it is comfy and they are pretty nice.",negative
"I bought these to tie down bikes. The good- price, width of strap, safety latch on both hooks, storage bag included. The not as impressive-strap is thinner material than most motorcycle straps, lack of width of hook causes bunching of strap. The ugly- tagged “designed and engineered in the USA”. These Rhino USA straps are not actually made in the USA, but made in the People’s Republic of China.",neutral
Great product. Cleans my 18ft round pool great. I like that the hoses are made well and they are easy to put on and take off to get the correct size for your pool,positive
"Bought 2. Easy to set up and worked perfectly for 60 days, then 1 died.",negative
They look very Cheap.,negative
very small expected it to be larger,neutral
Nice looking watch but the wrist band is extremely hard to attach unless you have help. Disappointed that this was not remedied before.,neutral
"Its OK... but agree with other reviews- sole is a bit too hard and the only part that is ""real leather"" is the inner liner.. so it does appear to be false advertising",neutral
"I love how it works, how easy it is to switch bw diff units. I use it all the time.",positive
I have yet to find a current app that works with it. This is bought for gaming and it's failed. Only the joysticks work for games. So all you can do is directional movements. None of the buttons work for games requiring shooting or any other movements. Complete disappointment as far as I'm concerned. Maybe try the $70 controllers. Maybe you get what you pay for with this one.,negative
It is a very nice item,neutral
This would probably be better suited for smaller kids. For the price it is spot on. Easy setup. My teen daughter has really tested it out. It barley holds her kicks. That's why I think it would be suitable for the beginner. They probably don't kick as hard. All and all though it is a good product. Comes with anchors but we had to improvise hers cause she kept kicking it so hard.,positive
5 of the 6 binders had bubbling on the covers; the thin patterned outer padded suede had pulled away or come unglued from the underlying structural material. At the price these go for that's really not acceptable.,neutral
The sticker stating the back of the protector was stuck to the glass and left a gooey stain that I couldn't remove. I didn't return because the 2nd one was OK.,neutral
Product came in a beaten box. Product was chipped. Not worth its money. I had soMe one make it up for me or I would of returned. Don’t bother buying it. The white packaging was covered in piece all over the parts. Leaving the room covered in packaging.,negative
"I purchased 3 of these. Two 1.5 d one 2.5, all different colors. Made up a bunch of homemade ice cream tonight to give for Father’s Day gifts tomorrow and the lids don’t stay on! I’m so so disappointed!",negative
It's good actually just not as tight as I thought. I'm not a big lady at all but when I pull it up I kept hearing the torn sound,positive
Size is right and so is the coloring. Not as well made as the solid colored sailboats though. Stripes are not on both sides.,neutral
The Pink Elephant Guess price is right was a hit at the baby shower I hosted for my daughter. The guests were impressed with the card design and how efficient it made the game.,positive
Just what I was looking for. Excellent product.,positive
"The product it self is fine, well built and straight forward to install. However, I can't get inside deliveries because I have a security system.",neutral
"The shoes fit well but your feet do slide out the back as mentioned in previous reviews. I am a size 7 in women's for most shoes. My foot goes in perfect, it doesn't feel tight in any areas, but as mentioned the back of my feet slip out. Overall it doesn't bug me as I am not a pro when it comes to bowling, I just walk a little more carefully when I approach the lane. The shoe is cute and I get a lot of compliments on them when I'm bowling. Just be careful not to go at it too fast, you might lose your shoe!",positive
The sleves regardless of medium or large size dress did not fit. I attempted to contact the company via phone and email and received nothing from them.... so much for please contact us and let us try to fix the issue before leaving negative feed back. Overall once I found a seamstress to alter the replacement gown the dress was ok. I am a size 35 bust and the large even with the corset back didn't fit well. Luckily my wig covered the gap. Just over all displeased with the fit. The material and craftsmenship of the dress was great the fit was not at all pleasing...,negative
"So I purchased the AA version of these a while ago and have been very pleased with their battery life. These AAA versions last 1/2 as long at best. I use them for my work light daily, and my light doesn't make it through the day. With standard rechargeable AAA batteries, I get 2 full days before I need to recharge them. Maybe they will be good for my TV remotes.",negative
"If I could give this thing zero stars I would. The bin needs to be frozen for 16-20 hours and as soon as I got it frozen, got it all running like the manual said and put in the ice cream mixture it seized up within 2 minutes and the middle part got stuck in the mixture and I had to scrape it down with a spatula, which then scratched the bowl. I realized it wasn't going to work and I had to dump it all out and fill it with warm water to get all the frozen stuff out if it. I had the warm water in there for no longer than 2-3 minutes and the freezing compartment already sounded like it melted entirely, so now if I want to try to do this again I have to wait another 20 hours for it. Not worth it at all, returning it right now.",negative
"Motors were noisy. Only one fan direction control switch. The fans will work both blowing in, both blowing out and one in and one out but there is no choice on which blows in which direction. Sent back same day. If the fan motors were quieter, I would have kept.",negative
Fits my 9ft tree perfectly. Bag is very good quality.,positive
Yes I used this product and I like,neutral
It is too sharp but its haft was been flaky after just a month.,neutral
hubby Has been looking for good quality sandpaper for his work cleaning and checking pipes and back flow. He got this to try and was pleasantly surprised on how good this is. The texture is good but really grinds and removes dirt. One piece last a long time so it’s worth the money.,positive
"I think it is useful and it works well, but the scent is not my favorite. I rather have the coconut one from the same brand.",neutral
"it says 2 in Amazon, only received one. Called Amazon, they rectified it. Need for swaths at Christmas time. Do not get what you pay for.",negative
Great size for a few things.,positive
"Hum . . . Not real sure about this book. I wasn’t enthralled with the tedious emotional narrative that seemed to drag on and on at the beginning of the story. Im guessing the author was using this as a foundation for the next 3 novels, but it sure makes it strenuous to continue. I did finish and I can say the finish was better than the beginning. But oh, when will Elena gown up and be the woman she could be!?! Why does she give Lina so much power over herself? Use your own voice, Elena! IF I read the rest, and Im not sure I will, I hope the story will move faster!",neutral
You don't get as many as I though for the price. And the flavor just wasn't that good to me.,neutral
"WAY TO SMALL......... something wrong with sizing, I bought XL and it fit like a small.... too late to return so Purple it goes..",negative
This smells so good! Makes hair look healthy and shiny,positive
I liked it and it was a gift.,positive
Really pretty. Ordered size 7 but seems 6 will fit better.,neutral
Worked great until the socket melted. :/,negative
"Looked like a great brush, very stiff & doesnt clean well without extreme pressure applied. I do most of the grilling, but I dont think my wife could push enough pressure to get between grates.",neutral
Loved this dress. Perfect fitting and looks good.,positive
Very soft and warm but runs really large!,positive
I took a break from assembling the cage because I couldn't get the holes aligned and when I started working on the stand I noticed that it also suffered from the same issue. The instructions didn't really say much but the cage should be easy to put together if the parts fit.,negative
There are better for not much more money. We bought 2. Second delivered with broken piece and a bent piece. We just made it work. I don't expect they will last long anyway. You get what you pay for. Edit- Contacted by company. They said they are sending replacement parts.,negative
Bindings break easy. No pen loop. Not recommended. Buy they Lemome.,negative
"I like the (darker) blue color better in person than the (lighter) blue shown in the photo. Pros: Great fit and color. Slim enough to allow the Moto to fit in many pockets. My other case doesn't fit in most pockets, and it made the Moto seem too bulky. Cons: The case seems about as slippery as the Moto's metal cover. I doubt that the case will provide adequate shock absorption in the event of drops. It's Who would like the case?-- Someone who wants a stylish or easy to find Moto. Someone who isn't very concerned about protecting the Moto from drops.",neutral
I thought the mystery part was ok but really didn't like the characters. The main character seemed shallow and rude most of the time having to refrain from doing eye rolls several times and videoing people who were upset with her and laughing at them. This is a grown woman with an adult daughter! I got this book for free and am voluntarily giving a review.,neutral
"Only one out of the three work , other than than the one that works is excellent",neutral
"We followed directions, but the headliner wouldn't stick for more than a few hours. We ended up using the tacks, cheaper and more secure. bummer.",negative
It is just ok. Still takes just as long to cook anything. I got it to save me time. By the time you wait for the steam to come down I could have cooked it on the stove.,neutral
Purchased Nov 19 2017 and today Feb 26 2018 the head became detached from the guitar hole.,negative
First played this game at a soccer tournament when we were back to the hotel. So much fun! We immediately purchased to have at home to play.,positive
"Disappointed how well is DOESN'T work. I didn't read the other reviews well enough. Yes, the wrenches sit too high - this causes the wrenches to easily jump out and / or cause the stands to fall over. Yes, the magnetic strip is basically useless; they will only work of it's in contact with metal - majority of us use drawer liners which is enough to interfere and make the magnetic ineffective. This is a big one for me: the use of ""gear wrench"" type wrenches is universal at this point; the heavier heads cause the wrenches to lean forward, making reading the sides of the handles (i.e. sizes) impossible - my Gearwrench at sits basically vertical in these holders. I would love for someone to offer a ""large"" set so that I can run up to 32mm (or larger) wrenches...",negative
Even though I’m just renting it. It looks pretty beat up. Hope I don’t get charged since it already looks damaged,neutral
"good price, sound ok , no amp, ran with amp but tweeters whined.",neutral
Absolutely love this pillow case!,positive
"It’s awfully heavy, needed some WD 40 to getting to open and close smoothly. It does fit big TVs thou,",neutral
Like the fact that it retains its charge for several days. Much better than original battery.,positive
Locks in with phone case really well. Problem is with the sticky back. Didn't work. Had to replace with my own 3m tape.,neutral
I sent twice and each time they were too small despite my ordering a size over my other bras. Runs wayyyy too small. I am NOT a big busted woman- I gave them away. Will not buy Warner brand again.,negative
"That sort of thing needs to be in the description, or clearly readable in the photos, or at the very least, in a downloadable MSDS sheet. But none of those things are available for this item. People (such as myself) looking to restore/improve their cast iron cookware have no way of knowing in advance it's not safe to use this on things that make direct contact with food. I might keep it for some future cleaning need, but I can't use this for cleaning the crud off of a cast iron skillet that is intended to be used for cooking. It might be great for cleaning things that you don't cook food in, but i have nothing like that to use it for right now, so I can't evaluate it for that purpose. The way that vital safety information like is presented (or isn't presented in this case) to the consumer before purchase is definitely part of what makes up a product, and is a valid point for judging a product's quality.",neutral
It definitely transfers files at a very fast speed for 3.0. And it is definitely capable of fast charging. However it is constantly dinging and connecting and disconnecting every other second if it's ever touched while in use. I have to sit my phone down still on a countertop or something and not hold it in my hand. If I'm trying to transfer a file I need to do that also and just touch the screen gently to not move it or it will completely disconnect and try and reconnect which would ruin any file transfers and progress and will mess up the charging as well. I feel like it's not plugging in deep enough into the phone like the original cable does.,neutral
I hate the way these fit. They always fall out. The battery life is horrible. No decent warning of low battery and when there is a warning it interrupts your music every 5-10 seconds.,negative
Pretty shirt made of synthetic material but runs very small. The sleeves began falling apart in first washing. Claims free returns but charge shipping fee.,negative
"Would be a great product, but... The fit is so tight, that it is very difficult to remove the battery from the case. Also, the SD card holder does not hold it securely; it falls out. Dimensions are just a bit off.",neutral
"Silex Global company Send this item Item is used, dirty and broken, never buy from them Scammers",negative
"Needed to replace the factory derailleur on a cheap store brand bike. This did the trick, but the mounting was tricky because the bike did not have a normal derailleur mount on the frame.",positive
these are my dogs' favorite treats,positive
I love these! I have them on my nightstand and on my desk. They are great! My only complaint is that they are not cool colors. They are brown and black and white.,positive
"They look great and I like that they have the zipper loop that I can use to hook the cover on a clip when not on the club. It keeps me from loosing them. Construction looks good. But beware of the durability, they are pretty cheap after all. I have only had them for less than 3 weeks and the Neoprene cloth has small cuts on the fabric on 7 of ten clubs. It must be from the club shattering when in the golf cart. This amount of wear and tear in less than 3 weeks is why I only give them three stars. BTW I play an average of 2-3 times a week, so I have used them maybe 7 times.",neutral
Quality not as expected ..fabric not soft,negative
"Does not look anything like the picture, if so I would have kept it. Cheaply made, faded colors, not at all Eddie Bauer quality. Very disappointed.",negative
was not an exact fit around my headlights but fit great everywhere else and easy to install.,neutral
Such a great price for durable bras!,positive
This is an excellent movie.,positive
I love most of the products! But not this one ! It’s said pink very lite pink,negative
Been having it for kike 2 years dont see issues.,neutral
This statue is made of epoxy resin. Not stone at all. Has flash almost everywhere the mold separates. Arrived broken. Would not recommend.,negative
Love the color and comfort of this robe. Perfect for summer or locations with warmer weather when you don’t want a bulky robe on.,positive
"Love all of the colors. They are perfect for around the neck, over the shoulder, hooked to a water bottle or in the pocket while at the gym. They are very light weight and super absorbent! The first week we had them the owner of the gym saw them and asked where we purchased them. He ordered several to sell at his gym!",positive
"A+++ fast shipping, exactly as described!",positive
Only issue is I have a bubble in the middle of the screen. Watched the video seemed like a million times and still got a bubble. Otherwise it works good. I guess I can live with the bubble.,positive
I had to replace the starter 2x in 4 years and it's great to get it for more than half off any stores in town.,positive
Hat is great but it did not come with the neck straps as advertised! Good thing I have a sewing machine,neutral
"This is a costume wig only. I bought it hoping I could work my magic and make it wearable as a regular synthetic wig, but there is no way. I got what I paid for. As a costume wig it’s pretty good, but it definitely would never pass for regular wig. It’s super synthetic, ultra shiny, the lowest heat setting will make it melt/shrink/frizz. Cap construction is basic, and good for the price of the wig. It sheds, what do you expect from a wig this cheap? I’ve been spoiled by buying some really good synthetic wigs on Amazon for really cheap, but this time no such luck. Can’t hate on it too much because it is a super cheap wig, therefore you get the quality of a super cheap wig. Just don’t buy for any purpose other than costume or you’ll be disappointed.",neutral
"Gives a detailed history of what happened at Wake Island before, after and during the war.",positive
Product is nice love the feel very true to size,positive
"This and another book were on my front porch OUTSIDE of the delivery envelope. SUPER DISAPPOINTING, Jeff Besos! You can do better!",neutral
"Product arrived damaged. It was shipped in an amazon bag with no additional cushion/bubble wrap. Some spilled in the bag and the bottle was covered in oil. Only option on my Amazon App is to return and I’m not going through the hassle of that. Especially now, during the busy holiday season.",negative
Fell apart on first use. Found one at WalMart for 1/3rd the price. Still using the WalMart product.,negative
The water leaks in and the airflow is very restrictive,negative
"I do not like this scent at all. But to be fair, I thought I had clicked on their version of Black Opium. Didnt realize there were drop down choices, and that I had to click it twice This reminds me of something my grandmother wore. I cant say I know what this is supposed to smell like, because I never heard of it before. So my review is kinda pointless. It did come very fast tho, and packaged very efficiently!",neutral
"No combs on crown so you will need hairpins, other than that beautiful",neutral
good product just didn’t fit my application,neutral
"Game is unfinished and broken. Poor server connections, HQ doesn’t work as intended. Difficulty playing with team. 9 maps and only 2 are worth playing. Bad game. I wouldn’t recommend this. Wait for next COD. But WAR mode is pretty fun.",negative
Very thin and not at all like the magic eraser.,negative
Great material super strong for strong chewers. Much smaller than I thought it would be. If you have a small dog it will be great,neutral
You get what you pay for.,neutral
I received fake item! It`s made in china!!,negative
This ribbon turned into amazing bows! Fast delivery and super affordable! Good quality!,positive
It was a nice glove design however the strap to secure wasnt the best and required further designing,negative
"As advertised, perfect fit.",positive
Purchased this for my son as a house warming gift. He said the material is rather thin.,neutral
"I used this approx. 3 days a week for a couple months. It gets nice and warm and lasts about 4 hours on the low setting. It did seem to randomly turn off sometimes when I was using it. The charging cable is short, so it dangled from my outlet while charging. Eventually the inner component for the charging cable got pulled out of place so it wouldn't charge any more. Admittedly that's my fault for not finding a different setup to charge it, but it doesn't explain the random shutting off while in use. I will try a different brand next time.",neutral
Thought I was getting votive holders because of the picture but instead got votive candles. Yikes. I do notice it's in the description now that it's too late. The candles are ok but I don't need them.,neutral
"This camera is an OK camera, the app that it works with is horrible (not enough adjusting features, like motion area and the sensitivity to motion is way too sensitive) ! When it does actually detect a person, the playback is not that great, it speeds up on playback, like seeing things in fast forward). I’ll keep the camera, because it is relatively cheap and I have another camera operating in the same area, so not too concerned. You get what you pay for :/",neutral
"highly recommended , this is best quality product!",positive
"Sooo they are cute, BUT more like a thong than what's in picture. True to size tho, I personally wouldn't wear in public.",neutral
Silicone ripped after a few months. Love the design though.,neutral
This solution seemed to irritate my nose piercing bump instead of making it better. Had to switch back to simple saline rinses.,negative
"I am a size 9 1/2 and many running socks are too large for me. I like the ankle cut, a bit higher on the back to prevent Achilles blisters without being to noticeable. These seem to fit well, however they are pretty thin and I fear they may stretch out after a few washes. I do feel a bit of a seem in the toe sometimes as well. They colors are fine, the light and dark grey are hard to distinguish so I may end up pairing them up wrong. Overall, for the price, not a bad pair of socks.",positive
"I keep buying posture correctors because I wear them out, so far this one has the nicest material, very soft and gentle to your skin. I read the reviews on this one before I bought them and they were right. I'm very happy with my purchase!",positive
"I love these little cameras, they work great! Easy to use and quality is excellent!",positive
Washable mascara. Basic. Didnt smear. Purchased because it was a decent price for two.,neutral
"Best Digital Picture Frame on The Market if you hang it horizontal. The pixels are actually angled up, meaning viewing straight on or above is great. However if you rotate it vertically, the left side (vertically) which used to be the bottom (horizontally) has almost zero viewing angle. So buy this frame if you want to mount it horizontally, but if you want to mount it vertically look for something else. That being said, the setup is awesome, the Wifi is awesome, the online app is awesome, and everything (else) about this frame is awesome. So a Five-star product if mounted Horizontally and a One-star product if mounted Vertically (hence my average of 3 star rating). For those of you interested in a vertically mounted frame, I Nixplay has other frames with wider viewing angles...but at the time of this review none of those frames are as large as this one.",neutral
"I love most PattyBoutik sweaters. This is good and thick but it loses it's shape quickly and it's not so flattering in the hip area because of the thick white stripe at the bottom. It's good quality, though, and I wear it a lot.",positive
I really wanted this dress to work out. On my body type it didn't look good. Sadly I have to return it. It is a very pretty dress perfect for summer! I wish it fit me better. I am 5'3 136 pounds I ordered a Medium it was a bit big I should have ordered a small but either way my body type isn't for this style dress,neutral
"These work fine if you want to save the soda for a few hours, but any more time than that and the soda goes flat as if there was no cap on it at all.",neutral
This stuff made me so sick within an hour. I was throwing up almost immediately. Will not be trying this again.,negative
In Florida in the summer I have yet to find something that works on my naturally curly/frizz. This straightened it and then once outside it became wavy. (I had product in to prevent frizz).,neutral
"These tiles are super cute but they are not very good quality. They fall off of my wall at least once a week, it's now part of my routine to go around and press all the tiles back onto the wall, they come loose daily. They are also so thin that a standard push pin sticks out of it and doesn't go all the way in. It makes it very hard to secure anything to these tiles. They are also not the exact same size or shape, so the edges are slightly off.",neutral
"No good. I do not know what Is,but it is no good.",neutral
The label said You put 1 tablet in between the water tip and the hose it attaches to. So I unscrewed the pieces and laid the tablet in the middle and went to screw them back together. Lol the tablet was twice the size of the in diameter and would not happen!,neutral
This is a beautiful product. however is not made for curly hair it pulls and gets tangled.,neutral
"I didn't think anything about ordering this off amazon, as I've ordered it once before with no issues. However, the foundation I received had a slightly different label. I thought maybe it was just an old label. After using it, I can tell this isn't the real thing. -Didn't stand up to my oily skin like it normally does -Ivory shade came out orange and splotchy. It normally matches my pale/zombie skin perfectly -Runny consistency, took twice as much to achieve same coverage. Tried it with both a damp and dry beauty blender with no improvement. -Did not dry matte. This was a full on dewy foundation that sucked up every ounce of setting powder that came it's way. YMMV, but buyer beware!",negative
Glasses dont stay on and break easily. Frustrating and not suitable for young children. .,negative
"The book was extremely helpful in revealing common mistakes writers make about such things as ""point of view"", ""beats"", ""flow"", and other writing topics that have a tendency to keep a manuscript from being readable. i refer to it quite often and bought a copy for a middle school language arts teacher that I know.",positive
"Fits and was true to color. However when I opened the sealed package, the skirt REAKED!! It smelled like seafood, fish.. something. It is absolutely putrid. Good enough for the photos I will be doing, but the smell is having me air this out for a few days prior. My GOD! At least put an air freshener inside.",neutral
It dries your skin out and has a terrible smell. Don’t waste your money if you already have dry skin or psoriasis.,negative
This book isn't the best for me. I enjoy the characters and the rescue dog is a nice addition. But the sex stuff is not what I like to read. The rescue of Laine was good.,neutral
This is a fun series - fast paced and believable. The feisty old lady cracks me up. k in cody,positive
"Flavor is so-so. Not bad, but definitely tastes artificial. Tastes better when It's not the dominant flavor in the drink. I've found SF dark cherry of this brand to be much better than the strawberry. SF brown sugar cinnamon is the worst.",neutral
"The product adds a little volume, but the hold is terrible, and my hair will fall flat as soon as I leave the bathroom. If I try to use more product I just rip out more hair not sure why but every time I style with this product my hair pulls out.",negative
it worked okay I thought it would be a stronger product,neutral
The plug was too big but made it work a different way. Other than putting it through the device. A,neutral
"I got this because I have been struggling to lose weight after having my daughter. I read all kinds of good reviews. I have actually gained 5lbs since being on this. I am going to finish the bottle but for me, it's not working. It might just be me too because I have tried multiple types of dieting pills.",negative
Purchased this watch to have on a cruise to set it to ship time and take into the ports. Works great to attach to my beach bag. The glow feature was nice to see time during the middle of the night.,positive
